REACTANT,REAGENT,CATALYST,SOLVENT,PRODUCT,YIELD
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,c1ccc(P(c2ccccc2)C2CCCCC2)cc1,CCO,OB(O)c1ccccc1-c1ccccc1,47.935
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCO,OB(O)c1ccccc1-c1ccccc1,79.22
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,CC(C)(C)P(c1ccccc1)C(C)(C)C,CCO,OB(O)c1ccccc1-c1ccccc1,10.215
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c1,CCO,OB(O)c1ccccc1-c1ccccc1,73.02000000000001
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,COc1cc(C(C)(C)C)cc(C(C)(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CCO,OB(O)c1ccccc1-c1ccccc1,16.745
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,CN(C)c1ccc(P(c2ccccc2)c2ccccc2)cc1,CO,OB(O)c1ccccc1-c1ccccc1,48.175
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,CCCCC1([PH+](C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21.F[B-](F)(F)F,CO,OB(O)c1ccccc1-c1ccccc1,22.925
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,c1ccc(-n2cccc2P(C2CCCCC2)C2CCCCC2)cc1,CO,OB(O)c1ccccc1-c1ccccc1,70.33500000000001
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CO,OB(O)c1ccccc1-c1ccccc1,73.775
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,c1ccc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,CO,OB(O)c1ccccc1-c1ccccc1,55.42
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,c1ccc(P(C2CCCCC2)C2CCCCC2)c(-n2c3ccccc3c3ccccc32)c1,CO,OB(O)c1ccccc1-c1ccccc1,56.34
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CO,OB(O)c1ccccc1-c1ccccc1,23.12
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CO,OB(O)c1ccccc1-c1ccccc1,52.120000000000005
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CO,OB(O)c1ccccc1-c1ccccc1,46.78
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,Cc1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CO,OB(O)c1ccccc1-c1ccccc1,15.305
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CO,OB(O)c1ccccc1-c1ccccc1,26.43
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,CN(C)c1ccccc1-c1ccccc1P(c1ccccc1)c1ccccc1,CO,OB(O)c1ccccc1-c1ccccc1,69.875
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,COc1cccc(OC)c1-c1ccccc1P(c1ccccc1)c1ccccc1,CO,OB(O)c1ccccc1-c1ccccc1,58.855
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,CC(C)c1cc(C(C)C)c(-c2ccccc2P(c2ccccc2)c2ccccc2)c(C(C)C)c1,CO,OB(O)c1ccccc1-c1ccccc1,13.31
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,C[PH+](C)C.F[B-](F)(F)F,CO,OB(O)c1ccccc1-c1ccccc1,19.16
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CO,OB(O)c1ccccc1-c1ccccc1,38.27
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,CO,OB(O)c1ccccc1-c1ccccc1,53.74
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,CO,OB(O)c1ccccc1-c1ccccc1,78.965
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,c1ccc(P(c2ccccc2)C2CCCCC2)cc1,CO,OB(O)c1ccccc1-c1ccccc1,42.605
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CO,OB(O)c1ccccc1-c1ccccc1,68.275
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,CC(C)(C)P(c1ccccc1)C(C)(C)C,CO,OB(O)c1ccccc1-c1ccccc1,14.195
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c1,CO,OB(O)c1ccccc1-c1ccccc1,59.515
Brc1ccccc1-c1ccccc1.OB(O)B(O)O,,COc1cc(C(C)(C)C)cc(C(C)(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CO,OB(O)c1ccccc1-c1ccccc1,27.11
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CN(C)c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCO,Cc1cc(F)ccc1B(O)O,37.855
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CCCCC1([PH+](C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21.F[B-](F)(F)F,CCO,Cc1cc(F)ccc1B(O)O,21.645
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(-n2cccc2P(C2CCCCC2)C2CCCCC2)cc1,CCO,Cc1cc(F)ccc1B(O)O,44.27
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CCO,Cc1cc(F)ccc1B(O)O,27.755000000000003
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,CCO,Cc1cc(F)ccc1B(O)O,41.010000000000005
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(P(C2CCCCC2)C2CCCCC2)c(-n2c3ccccc3c3ccccc32)c1,CCO,Cc1cc(F)ccc1B(O)O,47.48
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CCO,Cc1cc(F)ccc1B(O)O,18.49
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CCO,Cc1cc(F)ccc1B(O)O,26.96
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CCO,Cc1cc(F)ccc1B(O)O,44.805
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,Cc1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CCO,Cc1cc(F)ccc1B(O)O,21.425
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCO,Cc1cc(F)ccc1B(O)O,8.635
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CN(C)c1ccccc1-c1ccccc1P(c1ccccc1)c1ccccc1,CCO,Cc1cc(F)ccc1B(O)O,47.105
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,COc1cccc(OC)c1-c1ccccc1P(c1ccccc1)c1ccccc1,CCO,Cc1cc(F)ccc1B(O)O,30.915
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CC(C)c1cc(C(C)C)c(-c2ccccc2P(c2ccccc2)c2ccccc2)c(C(C)C)c1,CCO,Cc1cc(F)ccc1B(O)O,31.32
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,C[PH+](C)C.F[B-](F)(F)F,CCO,Cc1cc(F)ccc1B(O)O,3.345
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CCO,Cc1cc(F)ccc1B(O)O,19.0
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,CCO,Cc1cc(F)ccc1B(O)O,44.3
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,CCO,Cc1cc(F)ccc1B(O)O,37.195
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(P(c2ccccc2)C2CCCCC2)cc1,CCO,Cc1cc(F)ccc1B(O)O,53.45
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCO,Cc1cc(F)ccc1B(O)O,34.66
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CC(C)(C)P(c1ccccc1)C(C)(C)C,CCO,Cc1cc(F)ccc1B(O)O,3.075
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c1,CCO,Cc1cc(F)ccc1B(O)O,48.645
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,COc1cc(C(C)(C)C)cc(C(C)(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CCO,Cc1cc(F)ccc1B(O)O,28.635
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CN(C)c1ccc(P(c2ccccc2)c2ccccc2)cc1,CO,Cc1cc(F)ccc1B(O)O,33.379999999999995
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CCCCC1([PH+](C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21.F[B-](F)(F)F,CO,Cc1cc(F)ccc1B(O)O,26.045
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(-n2cccc2P(C2CCCCC2)C2CCCCC2)cc1,CO,Cc1cc(F)ccc1B(O)O,52.0
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CO,Cc1cc(F)ccc1B(O)O,55.345
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,CO,Cc1cc(F)ccc1B(O)O,36.195
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(P(C2CCCCC2)C2CCCCC2)c(-n2c3ccccc3c3ccccc32)c1,CO,Cc1cc(F)ccc1B(O)O,49.33
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CO,Cc1cc(F)ccc1B(O)O,7.33
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CO,Cc1cc(F)ccc1B(O)O,28.095
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CO,Cc1cc(F)ccc1B(O)O,59.38
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,Cc1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CO,Cc1cc(F)ccc1B(O)O,9.8
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CO,Cc1cc(F)ccc1B(O)O,10.41
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CN(C)c1ccccc1-c1ccccc1P(c1ccccc1)c1ccccc1,CO,Cc1cc(F)ccc1B(O)O,48.265
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,COc1cccc(OC)c1-c1ccccc1P(c1ccccc1)c1ccccc1,CO,Cc1cc(F)ccc1B(O)O,25.57
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,CC(C)c1cc(C(C)C)c(-c2ccccc2P(c2ccccc2)c2ccccc2)c(C(C)C)c1,CO,Cc1cc(F)ccc1B(O)O,20.18
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,C[PH+](C)C.F[B-](F)(F)F,CO,Cc1cc(F)ccc1B(O)O,2.295
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CO,Cc1cc(F)ccc1B(O)O,34.845
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,CO,Cc1cc(F)ccc1B(O)O,33.7
Cc1cc(F)ccc1Cl.OB(O)B(O)O,,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,CO,Cc1cc(F)ccc1B(O)O,39.205
